Word,Abbreviation,Alt Abbreviation,Prime,Modifier -1,Modifier -2,Class,Definition,Create Date
Number,NBR,NUM,,,,X,A numeric value for identifying any object.  ,
Numbers,NBR,,,,,,,
Numeric,NUM,,,,,,,
Numerator,NUMR,,,X,X,,,
Nurse,NRSE,,,,,,,
Nursery,NRSY,,,,,,,
Nursing,NRSE,,,,,,,
Object,OBJ,,,,,,,
Objective,OBJ,,,,,,,
Obligated,OBLGT,,,,,,,
Observatory,OBSRY,,,,,,,
Observe,OBSRV,OBSRV,,X,,,,
Observed,OBSRV,,,,,,,
Occasion,OCCSN,OCCSN,,X,X,,"Occassion is a child of a registry of events.  For example, a wish list",
Occupation,OCC,OCC,,X,X,,An individual's profession,
Occupational,OCCUP,,,,,,,
Occur,OCCUR,,,,,,,
Occurance,OCCUR,,,,,,,
Occurence,OCCUR,,,,,,,
Occurs,OCCUR,,,,,,,
Ocean,OCN,,,,,,,
Octane,OCTAN,,,,,,,
October,OCT,,,,,,,
Odor,ODOR,,,,,,,
Off,OFF,,,,,,,
Offer,OFFR,OFFR,,X,X,,,
Office,OFC,,,,,,,
Officer,OFCR,,,,,,,
Official,OFCL,,,,,,,
Offline,OFFLN,,,,,,,
Offset,OFFSET,,,,,,,
Ohio,OH,,,,,,,
Oil,OIL,,,,,,,
Oklahoma,OK,,,,,,,
Old,OLD,,,,,,,
Omit,OMIT,,,,,,,
Omniture,OMNITR,OMNITR,,X,X,,An Adobe product for tracking web data,
On,ON,,,,,,,
On Hand,ON_HAND,OH,,X,X,,,
Oncologist,ONCOL,,,,,,,
One,ONE,,,,,,,
Ongoing,ONGO,,,X,X,,,
Online,ONLN,,,,,,,
Open,OPEN,,,,,,,
Opened,OPEN,,,,,,,
Opening,OPEN,,,,,,,
Operate,OP,OP,,X,,,,
Operated,OP,,,,,,,
Operating,OP,,,,,,,
Operating System,OS,OS,,X,X,,Computer software,
Operation,OP,OP,,X,X,,Derivative form of operation.,
Operational,OP,OP,,X,X,,,
Operations,OPS,,,,,,,
Operative,OPTV,,,,,,,
Operator,OPRTR,,,,,,,
Opportunity,OPTUN,,,,,,,
Optical,OPTC,,,,,,,
Optician,OPTCN,,,,,,,
Optimization,OPT,OPT,,X,X,,The process of optimizing,
Optimize,OPT,OPT,,X,X,,Make better,
Optimizing,OPT,OPT,,X,X,,Transitive form of the verb,
Option,OPT,OPT,,X,X,,,
Optional,OPT,OPT,,X,X,,,
Options,OPT,,,,,,,
Optometrist,OPTOM,,,,,,,
Orange,ORNG,,,,,,,
Order,ORDER,ORDER,,X,X,,,
Order Trackable,ORDTRK,ORDTRK,X,X,X,,,3/19/2018
Orderable,ORDERBL,ORDERBL,,X,X,,,3/19/2018
Ordered,ORDER,ORDER,,X,X,,,
Ordering,ORDG,,,,,,,
Orders,ORDS,,,,,,,
Ordinary,ORDNY,,,,,,,
Ordnance,ORDNC,,,,,,,
Oregon,OR,,,,,,,
Organic Search,OSRH,OSRH,,X,X,,A search method of search engine based on relevance of the input string.,3/19/2018
Organization,ORG,ORG,X,,,,,
Organizational,ORG,,,,,,,
Orhcard,ORCH,,,,,,,
Orhestrator,ORCHSTRT,,,,,,,
Oriental,ORNTL,,,,,,,
Origin,ORIGN,,,,,,,
Original,ORIG,ORIG,,X,,,,
Originated,ORIG,,,,,,,
Originating,ORIG,,,,,,,
Originator,ORIG,,,,,,,
Ornamental,ORNML,,,,,,,
Orthopedic,ORTHO,,,,,,,
Osteopath,OSTPH,,,,,,,
Osteopathic,OSTPH,,,,,,,
Other,OTHR,OTHR,,X,,,,
Otology,OTO,,,,,,,
Ounce,OZ,,,,,,,
Our,OUR,,,,,,,
Out,OUT,,,,,,,
Out Of Stock,OOS,OOS,,X,X,,Inventory terminology,
Outage,OUT,,,,,,,
Outbound,OUTBOUND,OUTBOUND,,X,,,,
Outcome,OUTCM,,,,,,,
Outdoor,OUTDR,,,,,,,
Outlet,OUTLT,,,,,,,
Output,OUTPT,,,,,,,
Outside,OUTSD,,,,,,,
Outstanding,OSTND,,,,,,,
Over,OVER,,,,,,,
Overage,OVER,,,,,,,
Overall,OVRL,OVRL,,X,X,,Overall as in life-time,
Overdraft,OVDFT,,,,,,,
Overdraw,OVDRW,,,,,,,
Overflow,OVFLO,,,,,,,
Overhead,OVHD,,,,,,,
Overlay,OVLAY,,,,,,,
Overnight,OVNIT,,,,,,,
Overridden,OVRD,OVRD,,X,,,,
Override,OVRD,OVRD,,X,,,,
Overrun,OVRUN,,,,,,,
Overseas,OVSEA,,,,,,,
Oversight,OSGHT,,,,,,,
Overtime,OT,,,,,,,
Own,OWN,,,,,,,
Owned,OWN,,,,,,,
Owner,OWNR,,,,,,,
Ownership,OWNRSHP,OWNRSHP,,X,X,,,
Oxygen,O,,,,,,,
Pacific,PAC,,,,,,,
Pack,PK,,,,,,,
Package,PKG,PKG,,X,,,One or more items associated with one shipment,
Packaging,PK,,,,,,,
Packed,PK,,,,,,,
Packer,PK,,,,,,,
Packing,PK,,,,,,,
Pad,PAD,,,,,,,
Padding,PAD,,,,,,,
Page,PAGE,PAGE,,X,X, ,Page of a book or a website etc.  Use TXT as classword instead. E.g. PAGE_URL_TEXT.,
Pager,PAGE,PAGE,,X,X,,Noun of the verb PAGE.,
Pagination,PAGE,PAGE,,X,X,,Verb,
Paging,PAGE,PAGE,,X,X,,Verb,
Paid,PD,,,,,,,
Paint,PAINT,,,,,,,
Painter,PAINT,,,,,,,
Painting,PAINT,,,,,,,
Pair,PR,,,,,,,
Pallet,PALLET,PALLET,,X,X,,Pallet as in supply chain industry,
Pancake,PNCK,,,,,,,
Panel,PANEL,,,,,,,
Pangaea,PG,PG,,X,,,,
Pantry,PNTRY,,,,,,,
Paper,PAPER,,,,,,,
Paperboard,PPRBD,,,,,,,
Paraffin,PRAFN,,,,,,,
Parallel,PARLL,,,,,,,
Parameter,PARM,PARAM,,X,X,,,
Parasites,PRSTS,,,,,,,
Parcel,PARCL,,,,,,,
Parent,PARNT,,,,,,,
Parenthesis,PAREN,,,,,,,
Parish,PARSH,,,,,,,
Parking,PARKG,,,,,,,
Parkway,PKWY,,,,,,,
Part,PART,,,,,,,
Partial,PARTL,,,,,,,
Participant,PRTIC,,,,,,,
Participation,PARTN,,,,,,,
Particleboard,PTLBD,,,,,,,
Partner,PRTNR,PRTNR,,X,X,,Partner as in a business partner,
Partnership,PRTNR,,,,,,,
Party,PARTY,,,,,,,
Pass,PASS,,,,,,,
Passed,PASSD,,,,,,,
Passenger,PSNGR,,,,,,,
Password,PASSWD,PASSWD,,X,X,,Credential to access a secure resource.,
Past,PAST,,,,,,,
Pastor,PASTR,,,,,,,
Patch,PTCH,,,,,,,
Patent,PATNT,,,,,,,
Pathologist,PTHLG,,,,,,,
Patient,PTNT,,,,,,,
Patio,PATIO,,,,,,,
Pattern,PTRN,,,,,,,
Patterns,PTNS,,,,,,,
Paving,PAVNG,,,,,,,
Pawnbroker,PNBKR,,,,,,,
Pay,PAY,,,,,,,
Payable,PYBL,,,,,,,
Payee,PYEE,,,,,,,
Payer,PAYER,,,,,,,
Paying,PAYNG,,,,,,,
Payment,PYMT,PYMT,,,X,,Payment for the transactions,
Payments,PYMTS,,,,,,,
Payroll,PYRL,,,,,,,
Peak,PEAK,,,,,,,
Peck,PECK,,,,,,,
Pen,PEN,,,,,,,
Penalty,PNLTY,,,,,,,
Pend,PEND,,,,,,,
Pending,PENDG,,,,,,,
Penetration,PNTRTN,,,,,,,
Penney,PNY,,,,,,,
Pension,PENSN,,,,,,,
Penultimate,PNULT,PNULT,,X,X,,Second last in a sequence.,
People,PPL,PPL,,X,X,,,
Per,PER,,,,,,,
Perceive,PERCV,PERCV,,X,X,,E.G. Perceived Time ,
Perceived,PERCV,PERCV,,X,X,,E.G. Perceived Time ,
Percentage,PCT,PCT,,,,X,A part of the whole stated in hundreds.,
Percentile,PCTL,,,X,X,,,
Perdiem,PRDM,,,,,,,
Perfect,PRFCT,,,,,,,
Perforate,PERF,,,,,,,
Perforation,PERFN,,,,,,,
Perform,PERFM,,,,,,,
Performance,PERFM,,,,,,,
Periodic,PRDIC,,,,,,,
Periodical,PERI,,,,,,,
Peripheral,PERIF,,,,,,,
Permanent,PERM,,,,,,,
Permit,PRMIT,,,,,,,
Person,PERSN,,,,,,,
Personal,PRSNL,,,,,,,
Personalization,PERS,PERS,,X,X,,The act of making it customized for a given individual,
Personnel,PRSNL,,,,,,,
Pesticide,PSTCD,,,,,,,
Petroleum,PETRO,,,,,,,
Pharmacist,PHRMT,,,,,,,
Pharmacy,PHARM,PHARM,X,X,,,Pharmacy as a subject area. It can also be used in conjunction with a transaction such as customer's pharmacy-id.,
Phase,PHASE,,,,,,,
Phased,PHASD,,,,,,,
Phasing,PHASG,,,,,,,
Phone,PH,,,,,,,
Phonograph,PHONO,,,,,,,
Phosphorus,PHOS,,,,,,,
Photograph,PHOTO,,,,,,,
Photographer,PHOTR,,,,,,,
Photography,PHOTO,,,,,,,
Physical,PHYSL,,,,,,,
Physician,PHYS,,,,,,,
Physicist,PHYST,,,,,,,
Piano,PIANO,,,,,,,
Pick In Person,PIP,PIP,,X,X,,,
Pick Up Today,PUT,PUT,,X,X,,,
Pickable,PICK,PICK,,X,,,,
Pickinperson,PIP,PIP,,X,X,,,
Pickup,PCKUP,,,,,,,
Pickuptoday,PUT,PUT,,X,X,,,
Picture,PIC,,,,,,,
Piece,PIECE,,,,,,,
Pint,PT,,,,,,,
Pipe,PIPE,,,,,,,
Pipeline,PIPLN,,,,,,,
Piping,PIPNG,,,,,,,
Pizza,PIZZA,,,,,,,
Pizzeria,PZA,,,,,,,
Place,PLACE,,,,,,,
Placed,PLCD,,,,,,,
Placement,PLCMNT,PLCMNT,,X,X,,The placement for ads or creatives in a campaign,
Plain,PLAIN,,,,,,,
Plan,PLAN,,,,,,,
Planned,PLAND,,,,,,,
Planner,PLNR,,,,,,,
Planning,PLANG,,,,,,,
Plant,PLANT,,,,,,,
Plastic,PLSTC,,,,,,,
Plates,PLTS,,,,,,,
Platform,PLTF,PLTF,,X,X,,The stage on which something is built in Technology.,
Plating,PLTG,,,,,,,
Plazza,PLZA,,,,,,,
Pledge,PLDGE,,,,,,,
Pledged,PLDGD,,,,,,,
Plot,PLOT,,,,,,,
Plug,PLUG,,,,,,,
Plugged,PLUGD,,,,,,,
Plumber,PLMBR,,,,,,,
Plumbing,PLMBG,,,,,,,
Plus,PLUS,,,,,,,
Plywood,PLYWD,,,,,,,
Podiatrist,PODIA,,,,,,,
Point,PNT,,,,,,,
Point of Sale,POS,POS,,X,X,,The origin location where a sale transaction is captured e.g. at superstore checkout counter,
Pointer,PTR,,,,,,,
Pointers,PNTRS,,,,,,,
Points,PNTS,,,,,,,
Police,POLCE,,,,,,,
Policy,PLCY,,,,,,,
Polishing,POLSH,,,,,,,
Political,PLTCL,,,,,,,
Poll,POLL,,,,,,,
Pollution,POLTN,,,,,,,
Pool,POOL,,,,,,,
Pooling,POOLG,,,,,,,
Pop,POP,,,,,,,
Port,PORT,,,,,,,
Porter,PORTR,,,,,,,
Portfolio,PORTF,,,,,,,
Portion,PORTN,,,,,,,
Position,POSTN,,,,,,,
Positioning,PSTNG,,,,,,,
Positive,POS,POS,,X,X,,,
Post,POST,,,,,,,
Postal,POSTAL,POSTAL,,X,X,,Normally used with address postal codes.,
Postcard,PSTCD,,,,,,,
Posted,POSTD,,,,,,,
Posting,POSTG,,,,,,,
Postmaster,PSTMR,,,,,,,
Postpaid,PPD,PPD,,X,X,,Post paid form of payment,
Postpone,PSTPN,,,,,,,
Potent,POTNT,,,,,,,
Potential,POTNL,,,,,,,
Potentially Improperly Packaged Product,PIPP,PIPP,,X,X,,Usually found only with returns and implies items that require additional research.  It is a temp status (max 48 bus. hrs.) before the item is assigned to a pallet. Very rare for online orders.,
Pottery,POTRY,,,,,,,
Poultry,PLTRY,,,,,,,
Pound,LB,,,,,,,
Power,PWR,,,,,,,
Practical,PRACL,,,,,,,
Practice,PRAC,,,,,,,
Practitioner,PRACR,,,,,,,
Prairie,PRARE,,,,,,,
precipitation,PRECIP,,,,,,,
Precise,PRECISE,PRECISE,,X,X,,,
Predict,PRDCT,,,X,X,,,
Predicted,PRDCT,,,X,X,,,
Predominance,PREDM,,,,,,,
Prefabricated,PFAB,,,,,,,
Prefer,PREF,,,,,,,
Preference,PREF,PREF,,X,X,,"A preference attribute.  For example, opt-in preference for a customer.",
Preferred,PREF,PREF,,X,X,,,
Prefix,PREFX,,,,,,,
Prefixed,PFXD,,,,,,,
Preliminary,PRELM,,,,,,,
Premier,PREMR,,,,,,,
Premium,PREM,,,,,,,
Prepaid,PRPD,PPD,,X,X,,Pre paid form of payment.  For ex. Pre-paid shipping label,
Preparation,PREPN,,,,,,,
Prepare,PRED,,,,,,,
Prepared,PREPD,,,,,,,
Preparer,PREPR,,,,,,,
prescan,PRESCAN,,,,,,,
Preschool,PSCHL,,,,,,,
Prescription,RX,RX,,X,X,,"Pharmacy prescription drugs, opticals etc.",
Present,PRES,PRES,,X,X,,Current,
Presentation,PRESN,,,,,,,
Preserving,PRSVG,,,,,,,
President,PRES,,,,,,,
Press,PRESS,,,,,,,
Pressing,PRESG,,,,,,,
Pressure,PRSUR,,,,,,,
Prestige,PRSTG,,,,,,,
Prevention,PRVNT,,,,,,,
Previous,PREV,PREV,,X,X,,Previous,
Price,PRICE,PRICE,,X,X,,Price for MDSE.,
Price Per Unit,PPU,PPU,,X,X,,,
Priceperunit,PPU,PPU,,X,X,,,
Pricing,PRCG,PRCG,,X,X,,Changed from PRICE to PRCG (per Jira DTGDAPISP-461),
Pride,PRIDE,,,,,,,
Priest,PRST,,,,,,,
Primary,PRMRY,PRI,,X,X,,,
Prime,PRIME,,,,,,,
Principal,PRIN,,,,,,,
Principle,PRIN,,,,,,,
Print,PRT,,,,,,,
Printed,PRTD,,,,,,,
Printer,PRTR,,,,,,,
Printing,PRTG,,,,,,,
Prior,PRIOR,,,,,,,
Priority,PRIORITY,PRIORITY,,X,X,,,
Prioritization,PRIORITY,PRIORITY,,X,X,,,
Prioritized,PRIORITY,PRIORITY,,X,X,,,
Private,PVT,,,,,,,
Problem,PRBLM,,,,,,,
Procedure,PROC,,,,,,,
Proceeds,PRCDS,,,,,,,
Process,PRCSS,PRCSS,,X,,,,
Processed,PRCSS,PRCSS,,X,X,,Derivative of the verb.,
Processing,PRCSS,PRCSS,,X,X,,,
Processor,PRCSR,,,,,,,
Procure,PROC,PROC,,X,,,,
Procured,PROC,PROC,,X,,,Procure action.,
Procurement,PRCUR,,,,,,,
Produce,PRDC,,,,,,,
Producer,PRDCR,,,,,,,
Product,PROD,PROD,X,,,,,
Production,PRDTN,,,,,,,
Productivity,PRODV,,,,,,,
Products,PROD,,,,,,,
Professional,PRO,,,,,,,
Professor,PROF,,,,,,,
Profile,PROFL,,,,,,,
Profit,PROFIT,PROFIT,,X,X,,profits or revenue,
Program,PGM,,,,,,,
Programmer,PGMR,,,,,,,
Programming,PGMG,,,,,,,
Progress,PRGRSS,PRGRSS,,X,X,,Progress - the verb indicating forward movement.,
Progressed,PRGRSS,PRGRSS,,X,X,,Derivative of progress,
Progressive,PGRSV,,,,,,,
Project,PROJ,PROJ,,X,X,,,
Projected,PROJ,PROJ,,X,X,,,
Projects,PROJS,,,,,,,
Promise,PROM,,,,,,,
Promised,PROMD,,,,,,,
Promotability,PROMO,,,,,,,
Promotable,PROMO,,,,,,,
Promotion,PROMO,PROMO,X,X,X,,Marketing promotion - an event.,
Promotional,PROMO,,,,,,,
Prompt,PRMPT,,,,,,,
Proof,PROOF,,,,,,,
Propane,PRPAN,,,,,,,
Propensity,PRPNST,,,,,,,
Properties,PROPS,,,,,,,
Property,PROP,,,,,,,
Proprietary,PPTRY,,,,,,,
Prorated,PRORT,,,,,,,
Prospect,PROSP,,,,,,,
Protect,PROTC,,,,,,,
Protection,PROTN,,,,,,,
Protective,PROTV,,,,,,,
Protein,PROTN,,,,,,,
prototype,PROTO,,,,,,,
Provide,PRVD,PRVD,,X,X,,To supply.,
Providence,PVDNC,,,,,,,
Provider,PRVDR,PRVD,,X,X,,Derivation of the verb.,
Province,PROV,PRVNCE,,X,X,,,
Provision,PRVSN,,,,,,,
Psychiatric,PSYCH,,,,,,,
Psychiatrist,PSYCH,,,,,,,
Psychiatry,PSYCH,,,,,,,
Psychological,PSYCH,,,,,,,
Psychologist,PSYCH,,,,,,,
Psychology,PSYCH,,,,,,,
Public,PUBLIC,,,,,,,
Publication,PUB,,,,,,,
Publish,PUB,PUB,,X,X,,,
Published,PUB,PUB,,X,X,,,
Publisher,PUB,PUB,,X,X,,The entity publishing information.,
Publishing,PUBLH,,,,,,,
Pull,PULL,,,,,,,
Pulmonary,PULMN,,,,,,,
Pulse,PULSE,,,,,,,
Pump,PUMP,,,,,,,
Pumping,PMPG,,,,,,,
Punch,PUNCH,,,,,,,
Punched,PNCHD,,,,,,,
Punching,PNCHG,,,,,,,
Purchase,PRCH,PURCH,,X,X,,The verb.,
Purchase Order,PO,PO,X,,,,,
Purchase Requisition,PR,PR,X,,,,PR subject area,
Purchased,PRCHD,PURCH,,X,X,,The verb.,
Purchaser,PRCHR,,,,,,,
Purchases,PRCHS,,,,,,,
Purchasing,PRCHD,,,X,X,,The transitive form of purchase.,
Purge,PURGE,,,,,,,
Purpose,PURP,PURP,,X,,,,
Pyramid,PYRMD,,,,,,,
Quadrangle,QUAD,,,,,,,
Qualification,QLFN,,,,,,,
Qualified,QUAL,QUAL,,X,X,,Derivative of the verb qualify,
Qualifier,QUAL,QUAL,,X,X,,Derivative of the verb qualify,
Qualify,QUAL,QUAL,,X,X,,Eligible for,
Qualifying,QUAL,QUAL,,X,X,,Derivative of the verb qualify,
Quality,QLTY,,,,,,,
Quality Assurance,QA,QA,X,X,X,,A process to ensure the quality of deliverables.,
Quantities,QTYS,,,,,,,
Quantity,QTY,QTY,,,,X,"Count,  accumulation or aggregate of a number of things (such as Product Item, Inch, Pound, Hour etc).  Examples : ITEM_QTY,  ITEM_LEN_IN_QTY, SETUP_DAY_QTY etc",
Quarry,QUARY,,,,,,,
Quart,QT,,,,,,,
Quarter,QTR,QTR,,X,X,,Abbreviation for a calendar quarter,
Quarterly,QTRLY,,,,,,,
Quarter-To-Date,QTD,QTD,,,X,,Units measured for the current quarter till date,
Query,QRY,QRY,,X,X,,A search query for example.,
Question,QSTN,QSTN,,X,X,,Survey question for example.,
Questionable,QSTNB,,,,,,,
Queue,QUE,,,,,,,
Quick,QCK,,,,,,,
Quota,QUOTA,,,,,,,
Quotation,QTEN,,,,,,,
Quote,QTE,,,,,,,
Rack,RACK,,,,,,,
Radiator,RADTR,,,,,,,
Radio,RADIO,,,,,,,
Rail,RAIL,,,,,,,
Railroad,RR,,,,,,,
Railroads,RR,,,,,,,
Railway,RLWY,,,,,,,
Ranch,RNCH,,,,,,,
Random,RANDM,,,,,,,
Range,RNG,RNG,,X,X,,Range with a lower and upper bound,
Rank,RANK,RANK,,X,X,,Do not use by itself; This is a Teradata reserved word,
Rank_By_Order,RBO,RBO,,X,X,,,3/19/2018
Rank_By_Visit,RBV,RBV,,X,X,,,3/19/2018
Ranked,RANKED,RANKED,,X,X,,Derivative of the verb.,
Ranking,RANKING,RANKING,,X,X,,Derivative of RANK,
Rapid,RAPID,,,,,,,
Rate,RATE,RATE,,,X,,A ratio or proportion that is derived from or applied to another number.,
Rates,RATES,,,,,,,
Rating,RATG,,,,,,,
Ratings,RATGS,,,,,,,
Ratio,RATIO,,,,,,,
Raw,RAW,,,,,,,
Reactivate,REACTV,,,,,,,
Reactivated,REACTV,,,,,,,
Reactivation,REACTV,,,,,,,
Reactive,REACTV,,,,,,,
Reactivity,REACTV,,,,,,,
Read,READ,,,,,,,
Readable,RDBL,,,,,,,
Reading,READG,,,,,,,
Reads,READS,,,,,,,
Ready,RDY,,,,,,,
Real,REAL,,,,,,,
Real Estate,RE,RE,X,X,X,,It is a new subject area that consists of real estate details. ,
Realignment,REALIGN,,,,,,,
Realized,RELZD,,,,,,,
Realtor,RLTR,,,,,,,
Realty,RLTY,,,,,,,
Reason,RSN,RSN,,X,,,,
Reasonable,RSN,RSN,,X,X,,,
Reassigned,REASSGND,REASSGND,,X,,,,
Rebate,REBATE,RBT,,X,X,,,
Rebuild,REBLD,,,,,,,
Rebuilder,RBLDR,,,,,,,
Rebuilt,REBLT,,,,,,,
Recap,RECAP,,,,,,,
Receipt,RCPT,RCPT,,X,,,,
Receivable,RCVBL,,,,,,,
Receive,RCV,,,,,,,
Received,RCV,RCV,,X,,,,
Receiver,RCVR,,,,,,,
Receiving,RCV,RCV,,X,,,Derivative of the verb,
Recent,RECENT,RECENT,,X,X,,,
Recepient,RCPNT,RCPNT,,,X,,Receipient of some thing or associated with a recepient.,
Recency Frequency Monetary,RFM,RFM,,X,X,,RFM Score,
Recertification,RECRT,,,,,,,
Recharge,RCHRG,RCHRG,,X,X,,"Recharge as in restoring capacity (monetary, energy etc.).",
Reciepts,RECPT,,,,,,,
Recipient,RECIP,,,,,,,
Recipients,RCPTS,,,,,,,
Reciprocal,RCPRC,,,,,,,
Reclassification,RECLS,,,,,,,
Recommend,RECOMD,,,,,,,
Recommended,RECOMD,,,,,,,
Recommendation,RECOMD,,,,,,,
Recompletion,RECPL,,,,,,,
Reconcile,RECL,RECL,,X,X,,The verb.,
Reconciliation,RECON,RECON,,X,X,,Derivation of the verb.,
Reconstructive,RCNST,,,,,,,
Record,REC,REC,,X,,,,
Recorded,RECD,,,,,,,
Recording,RECDG,,,,,,,
Records,RECS,,,,,,,
Recoupment,RCOUP,,,,,,,
Recover,RCOVR,,,,,,,
Recovered,RCVRD,,,,,,,
Recovery,RECVRY,RECVRY,,X,X,,,
Recreation,REC,,,,,,,
Recreational,RECL,,,,,,,
Recruiter,RCRTR,,,,,,,
Recruiting,RCRTG,,,,,,,
Recycle,RECYL,,,,,,,
Recycling,RCYLG,,,,,,,
Redeem,REDM,REDM,,X,X,,Redeem the verb,
Redeemable,REDM,REDM,,X,X,,Derivative of Redeem,
Redeemed,REDM,REDM,,X,X,,Derivative of Redeem,
Redefine,REDF,,,,,,,
Redefined,REDFD,,,,,,,
Redefines,REDFS,,,,,,,
Redefinition,RDFTN,,,,,,,
Redemption,RDMPT,,,,,,,
Redirect,RDR,RDR,,X,X,,Send to another destination,
Redistributed,RDIST,,,,,,,
Reduce,REDUC,,,,,,,
Reduced,REDUCD,,,,,,,
Reduction,RDCTN,,,,,,,
Reel,REEL,,,,,,,
ReEntry,REENTRY,,,,,,,
Refer,REFER,,,,,,,
Referal,REFRL,,,,,,,
Referee,REFEREE,REFEREE,,X,X,,The person referred by another person e.g. A friend referred by a customer to place an order,
Reference,REF,REF,,,X,,,
Referrer,REF,REF,,X,X,,The noun form of refer.,
Refine,REFN,REFN,,X,X,,,
Refined,REFND,,,,,,,
Refinery,RFNRY,,,,,,,
Refining,REFNG,,,,,,,
Reflect,REFLC,,,,,,,
Reflection,REFLC,,,,,,,
Reflector,REFL,REFL,,X,X,,Reflector,
Refractory,REFR,,,,,,,
Refrigerated,RFRGD,,,,,,,
Refrigeration,RFRGN,,,,,,,
Refrigerator,RFRG,,,,,,,
Refund,RFND,RFND,,X,X,,Refunds as in transactions,
Refundable,RFND,RFND,,X,X,,Derivative of the verb.,
Region,REGION,REGN,,X,X,,A demarcated area or a geographic region,
Regional,REGNL,,,,,,,
Regional Distribution Center,RDC,RDC,,X,X,,,
Regional Operation Center,ROC,,,,,,,
Register,REG,REG,,X,X,,Register.,
Registered,REG,REG,,X,X,,Derivative of the verb.,
Registration,REGTN,REGTN,,X,X,,,
Registry,REG,REG,X,X,,,"A registry for an occasion or set of events. For example, a gift registry.",
Regroup,REGRP,,,,,,,
Regular,REG,REG,,X,X,,"Usual, normal, not out of the ordinary",
Regulation,RGLTN,,,,,,,
Regulatory,RGLTY,,,,,,,
Rehabilitation,REHAB,,,,,,,
Rehire,REHIRE,,,,,,,
Reimburse,REIMB,,,,,,,
Reinstate,RENST,,,,,,,
Reissue,REISU,,,,,,,
Reject,REJCT,,,,,,,
Rejected,REJTD,,,,,,,
Relate,RELAT,,,,,,,
Related,RELTD,,,,,,,
Relation,RLTN,RLTN,,X,X,,"For example, the relation of a user to a gift registry. Owner, bride, bridegroom etc.",
Relational,RLTNL,,,,,,,
Relationship,RLTNS,,,,,,,
Relative,RELTV,,,,,,,
Release,REL,REL,,X,,,,
Released,RELSD,,,,,,,
Releases,RELSE,,,,,,,
Reliable,RELI,,,,,,,
Religious,RELGN,,,,,,,
Relocate,RELOC,,,,,,,
Relocation,RELO,,,,,,,
Remainder,REMDR,,,,,,,
Remaining,REMNG,,,,,,,
Remark,REMRK,,,,,,,
Remarks,RMRKS,,,,,,,
Remedial,RMEDL,,,,,,,
Remit,REM,REM,,X,X,,Remittance as in a financial transaction,
Remittance,REM,REM,,X,X,,Derivative of Remit,
Remodeling,RMDLG,,,,,,,
Remote,REMOT,,,,,,,
Removal,RMOVL,,,,,,,
Rename,RENME,,,,,,,
Renegotiation,RNEGO,,,,,,,
Renew,RENEW,,,,,,,
Renewal,RNEWL,,,,,,,
Renewed,RNEWD,,,,,,,
Rent,RENT,,,,,,,
Rental,RENTL,,,,,,,
Rentals,RNTLS,,,,,,,
Reopen,REOPN,,,,,,,
Reorder,REORD,,,,,,,
Repair,RPAIR,,,,,,,
Repairs,RPARS,,,,,,,
Repay,REPAY,,,,,,,
Repayment,RPYMT,,,,,,,
Repeat,REPEAT,,,,,,,
Replace,RPLC,RPLC,,X,X,,,
Replacement,RPLC,RPLC,,X,X,,,
Replenish,REPL,,,X,X,,,
replenishable,REPL,,,X,,,,
Replenishment,REPL,REPL,,X,X,,As in replenishment of inventory.,
Report,RPT,RPT,,X,X,,,
Reportable,RPTBL,,,,,,,
Reported,RPT,RPT,,X,X,,,
Reporting,RPT,RPT,,X,X,,Derivative form of,
Reports,RPTS,,,,,,,
Repossess,REPO,,,,,,,
Represent,REPRS,,,,,,,
Representative,REP,,,,,,,
Reprint,REPRT,,,,,,,
Reprocessed,RPROC,,,,,,,
Reproduction,REPRD,,,,,,,
Republic,REPUB,,,,,,,
Republican,RPUBL,,,,,,,
Republish,REPUB,REPUB,,X,X,,,
Republished,REPUB,REPUB,,X,X,,,
Repurchase,RPRCH,,,,,,,
Request,RQ,RQ,,X,,,,
Requested,RQ,RQ,,X,,,Derivative of the verb,
Requesting,RQSTG,,,,,,,
Requestor,RQSTR,,,,,,,
Required,REQD,REQD,,X,X,,Mandatory,
Requirement,REQMT,,,,,,,
Requirements,RQMTS,,,,,,,
Requisition,REQSN,,,,,,,
Requisitioned,REQSD,,,,,,,
Rerun,RERUN,,,,,,,
Resale,RESALE,,,,,,,
rescan,RESCAN,,,,,,,
Research,RSRCH,,,,,,,
Resell,RESEL,,,,,,,
Reseller,RSELR,,,,,,,
Reservation,RSRVTN,RSRVTN,,X,X,,A physical document that indicates something has been reserved for an intended goal.,
Reserve,RSRV,RSRV,,X,X,,Reserve,
Reserved,RSRV,RSRV,,X,X,,Derivative of the verb.,
Reserves,RESVS,,,,,,,
Reservoir,RESVR,,,,,,,
Reset,RESET,,,,,,,
Residence,RES,,,,,,,
Residency,RESDY,,,,,,,
Resident,RES,,,,,,,
Residue,RESDU,,,,,,,
Resistivity,RSTTV,,,,,,,
Resolution,RSLN,RSLN,,X,,,,
Resolve,RSLV,RSLV,,X,,,,
Resort,RESRT,,,,,,,
Resource,RESRC,,,,,,,
Response,RSPNS,RSPNS,,X,,,,
Respond,RESPOND,RESPOND,,X,X,,,
Respondent,RSPND,RSPND,,X,X,,,
Responsibility,RSPBL,,,,,,,
Responsible,RSPBL,,,,,,,
